[main] TRACE      | org.springframework.boot.test.context.SpringBootTestContextBootstrapper | Processing locations and classes for context configuration attributes [ContextConfigurationAttributes@1f130eaf declaringClass = 'com.safetynet.safetyAlerts.controller.UrlsControllerTest', classes = '{}', locations = '{}', inheritLocations = false, initializers = '{}', inheritInitializers = true, name = [null], contextLoaderClass = 'org.springframework.test.context.ContextLoader'] (AbstractTestContextBootstrapper.java:352)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> Personne mise à jour: [{ "firstName":"firstNameTest", "lastName":"lastNameTest", "address":"address Test2", "city":"CityTest", "zip":"10000", "phone":"telTest 02 02 02 02", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null]] (PersonDaoImpl.java:109)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | ---> Lancement de UpdateData ! (PersonDaoImpl.java:141)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | ----> Update terminé, données mises à jour ! (PersonDaoImpl.java:174)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> Listes des Personnes Supprimées pour firstNameTest lastNameTest: [{ "firstName":"firstNameTest", "lastName":"lastNameTest", "address":"address Test2", "city":"CityTest", "zip":"10000", "phone":"telTest 02 02 02 02", "email":"test@test.com", "firestation":"null", "age":"0", "medicalrecord":"null]] (PersonDaoImpl.java:83)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | ---> Lancement de UpdateData ! (PersonDaoImpl.java:141)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | ----> Update terminé, données mises à jour ! (PersonDaoImpl.java:174)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Traitement de la demande de création de la personne: { "firstName":"firstNameTest1", "lastName":"lastNameTest1", "address":"address Test", "city":"CityTest", "zip":"10000", "phone":"telTest 02 02 02 02", "email":"test@test.com", "firestation":"null", "age":"0", "medicalrecord":"null] (PersonService.java:49)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | -->  Personne crée : { "firstName":"firstNameTest1", "lastName":"lastNameTest1", "address":"address Test", "city":"CityTest", "zip":"10000", "phone":"telTest 02 02 02 02", "email":"test@test.com", "firestation":"null", "age":"0", "medicalrecord":"null] (PersonDaoImpl.java:64)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | ---> Lancement de UpdateData ! (PersonDaoImpl.java:141)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | ----> Update terminé, données mises à jour ! (PersonDaoImpl.java:174)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> Listes des Personnes Supprimées pour firstNameTest1 lastNameTest1: [{ "firstName":"firstNameTest1", "lastName":"lastNameTest1", "address":"address Test", "city":"CityTest", "zip":"10000", "phone":"telTest 02 02 02 02", "email":"test@test.com", "firestation":"null", "age":"0", "medicalrecord":"null]] (PersonDaoImpl.java:83)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | ---> Lancement de UpdateData ! (PersonDaoImpl.java:141)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | ----> Update terminé, données mises à jour ! (PersonDaoImpl.java:174)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Vérification de la validité du nom recherché:    (PersonService.java:35)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> Nom de recherche non conforme !! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Recherche avortée, nom ou prénom non conforme ! (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des personnes: FirstNameNotExist LastNameNotExist (UrlsService.java:77)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> *** Cette personne FirstNameNotExist LastNameNotExist n'existe pas ! (DataNotFoundException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Recherche avortée, nom ou prénom non conforme ! (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des personnes: Reginold Walker (UrlsService.java:77)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Liste des Personnes trouvées pour Reginold Walker:  PersonsListU6 [persons=[PersonU6 [firstName=Reginold, lastName=Walker, phone=841-874-8547, age=42, email=reg@email.com, medicalBackground=MedicalBackground [medications=[thradox:700mg], allergies=[illisoxian]]]]] (UrlsDaoImpl.java:271)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des enfants rattachées à l'adresse:    (UrlsService.java:41)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> Aucune adresse trouvée pour    (DataNotFoundException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Recherche avortée, adresse non conforme ! (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des enfants rattachées à l'adresse: 892 Downing Ct (UrlsService.java:41)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Liste des Personnes trouvées pour l'adresse  892 Downing Ct: ChildsWithParentsU2 [childs=[PersonWithAgeU2 [firstName=Zach, lastName=Zemicks, age=4]], parents=[PersonWithAgeU2 [firstName=Sophia, lastName=Zemicks, age=33], PersonWithAgeU2 [firstName=Warren, lastName=Zemicks, age=36]]] (UrlsDaoImpl.java:114)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des enfants rattachées à l'adresse: 99 Street Ct (UrlsService.java:41)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> Aucune adresse trouvée pour 99 Street Ct (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des familles rattachées la station: 4 (UrlsService.java:68)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | -> nombre d'adresse couvertes par la station: 2 (UrlsDaoImpl.java:207)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Listes des personnes couvertes: FamilysListU5 [fireStation=4, personsListU5=[FamilyU5 [address=489 Manchester St, persons=[PersonU4 [lastName=Cooper, phone=841-874-9845, age=27, medicalBackground=MedicalBackground [medications=[], allergies=[]]], PersonU4 [lastName=Cooper, phone=841-874-6874, age=27, medicalBackground=MedicalBackground [medications=[hydrapermazol:300mg, dodoxadin:30mg], allergies=[shellfish]]], PersonU4 [lastName=Peters, phone=841-874-8888, age=56, medicalBackground=MedicalBackground [medications=[], allergies=[]]], PersonU4 [lastName=Boyd, phone=841-874-9888, age=56, medicalBackground=MedicalBackground [medications=[aznol:200mg], allergies=[nillacilan]]]]], FamilyU5 [address=112 Steppes Pl, persons=[PersonU4 [lastName=Cooper, phone=841-874-9845, age=27, medicalBackground=MedicalBackground [medications=[], allergies=[]]], PersonU4 [lastName=Cooper, phone=841-874-6874, age=27, medicalBackground=MedicalBackground [medications=[hydrapermazol:300mg, dodoxadin:30mg], allergies=[shellfish]]], PersonU4 [lastName=Peters, phone=841-874-8888, age=56, medicalBackground=MedicalBackground [medications=[], allergies=[]]], PersonU4 [lastName=Boyd, phone=841-874-9888, age=56, medicalBackground=MedicalBackground [medications=[aznol:200mg], allergies=[nillacilan]]]]]]] (UrlsDaoImpl.java:234)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des familles rattachées la station: stationNotExist (UrlsService.java:68)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> *** stationNotExist n'existe pas ! (DataNotFoundException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Recherche avortée, nom de station non conforme ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Recherche avortée, nom de station non conforme ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Recherche avortée, nom de city non conforme ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Recherche avortée, nom de city non conforme ! (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des mails pour la ville: Culver (UrlsService.java:85)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Liste des mails des Personnes de la ville Culver : [drk@email.com, soph@email.com, reg@email.com, jaboyd@email.com, bstel@email.com, clivfd@ymail.com, jpeter@email.com, aly@imail.com, ssanw@email.com, gramps@email.com, zarc@email.com, ward@email.com, tcoop@ymail.com, tenz@email.com, lily@email.com] (UrlsDaoImpl.java:293)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des mails pour la ville: cityNoExist (UrlsService.java:85)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> *** Cette ville cityNoExist n'existe pas ! (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des personnes rattachées l'adresse: 99 Street Ct (UrlsService.java:59)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> Aucune adresse trouvée pour 99 Street Ct (DataNotFoundException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Recherche avortée, adresse non conforme ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Recherche avortée, adresse non conforme ! (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des personnes rattachées l'adresse: 892 Downing Ct (UrlsService.java:59)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Personnes trouvées pour l'adresse  n°892 Downing Ct: [PersonU4 [lastName=Zemicks, phone=841-874-7878, age=33, medicalBackground=MedicalBackground [medications=[aznol:60mg, hydrapermazol:900mg, pharmacol:5000mg, terazine:500mg], allergies=[peanut, shellfish, aznol]]], PersonU4 [lastName=Zemicks, phone=841-874-7512, age=36, medicalBackground=MedicalBackground [medications=[], allergies=[]]], PersonU4 [lastName=Zemicks, phone=841-874-7512, age=4, medicalBackground=MedicalBackground [medications=[], allergies=[]]]] (UrlsDaoImpl.java:180)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Recherche avortée, nom de station non conforme ! (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des Personnes rattachées à la fireStation: 3 (UrlsService.java:32)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Personness couvertent par la FireStation 3 : nbAdult:3  nbChild:5 ListPersons:[PersonStation [firstName=John, lastName=Boyd, address=1509 Culver St, phone=841-874-6512], PersonStation [firstName=Jacob, lastName=Boyd, address=1509 Culver St, phone=841-874-6513], PersonStation [firstName=Tenley, lastName=Boyd, address=1509 Culver St, phone=841-874-6512], PersonStation [firstName=Roger, lastName=Boyd, address=1509 Culver St, phone=841-874-6512], PersonStation [firstName=Felicia, lastName=Boyd, address=1509 Culver St, phone=841-874-6544], PersonStation [firstName=Tessa, lastName=Carman, address=834 Binoc Ave, phone=841-874-6512], PersonStation [firstName=Foster, lastName=Shepard, address=748 Townings Dr, phone=841-874-6544], PersonStation [firstName=Clive, lastName=Ferguson, address=748 Townings Dr, phone=841-874-6741]] (UrlsDaoImpl.java:80)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des Personnes rattachées à la fireStation: stationNoExist (UrlsService.java:32)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> *** stationNoExist n'existe pas ! (DataNotFoundException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Recherche avortée, nom de station non conforme ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Recherche avortée, nom de station non conforme ! (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des enfants rattachées à l'adresse: 2 (UrlsService.java:50)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Téléphone(s) trouvé(s) pour la station 2: [PhoneNumber [number=841-874-6513], PhoneNumber [number=841-874-7878], PhoneNumber [number=841-874-7512], PhoneNumber [number=841-874-7512], PhoneNumber [number=841-874-7458]] (UrlsDaoImpl.java:142)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Recherche avortée, nom de station non conforme ! (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des enfants rattachées à l'adresse: 6666 (UrlsService.java:50)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> *** 6666 n'existe pas ! (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement création de la FireStation (FirestationService.java:64)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> FireStation ajoutées: FirestationModel [station=stationTest, address=address Test] (FirestationDaoImpl.java:70)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | ---> Lancement de UpdateData ! (FirestationDaoImpl.java:119)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | ----> Update terminé, données mises à jour ! (FirestationDaoImpl.java:140)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:39)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> Liste des FireStations supprimées avec id: stationTest2 ou adresse: address Test !: [FirestationModel [station=stationTest, address=address Test]] (FirestationDaoImpl.java:51)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | ---> Lancement de UpdateData ! (FirestationDaoImpl.java:119)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | ----> Update terminé, données mises à jour ! (FirestationDaoImpl.java:140)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:28)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> Liste des FireStations: [FirestationModel [station=3, address=1509 Culver St], FirestationModel [station=2, address=29 15th St], FirestationModel [station=3, address=834 Binoc Ave], FirestationModel [station=1, address=644 Gershwin Cir], FirestationModel [station=3, address=748 Townings Dr], FirestationModel [station=3, address=112 Steppes Pl], FirestationModel [station=4, address=489 Manchester St], FirestationModel [station=2, address=892 Downing Ct], FirestationModel [station=1, address=908 73rd St], FirestationModel [station=4, address=112 Steppes Pl], FirestationModel [station=1, address=947 E. Rose Dr], FirestationModel [station=3, address=748 Townings Dr], FirestationModel [station=2, address=951 LoneTree Rd]] (FirestationDaoImpl.java:31)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> FireStation ajoutées: FirestationModel [station=stationTest, address=address Test] (FirestationDaoImpl.java:70)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | ---> Lancement de UpdateData ! (FirestationDaoImpl.java:119)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | ----> Update terminé, données mises à jour ! (FirestationDaoImpl.java:140)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:52)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> Liste des firestations mise à jour: [FirestationModel [station=stationTest2, address=address Test]] (FirestationDaoImpl.java:92)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | ---> Lancement de UpdateData ! (FirestationDaoImpl.java:119)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | ----> Update terminé, données mises à jour ! (FirestationDaoImpl.java:140)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Lancement du rapatriement des donnees du Json en cour (DataDaoImpl.java:57)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Traitement du Mapper terminé, données rapatriées! (DataDaoImpl.java:79)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Lancement du rapatriement des donnees du Json en cour (DataDaoImpl.java:57)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Traitement du Mapper terminé, données rapatriées! (DataDaoImpl.java:79)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Lancement du rapatriement des donnees du Json en cour (DataDaoImpl.java:57)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Traitement du Mapper terminé, données rapatriées! (DataDaoImpl.java:79)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Lancement du rapatriement des donnees du Json en cour (DataDaoImpl.java:57)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Traitement du Mapper terminé, données rapatriées! (DataDaoImpl.java:79)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Lancement du rapatriement des donnees du Json en cour (DataDaoImpl.java:57)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Traitement du Mapper terminé, données rapatriées! (DataDaoImpl.java:79)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Lancement du rapatriement des donnees du Json en cour (DataDaoImpl.java:57)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Traitement du Mapper terminé, données rapatriées! (DataDaoImpl.java:79)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Lancement du rapatriement des donnees du Json en cour (DataDaoImpl.java:57)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Traitement du Mapper terminé, données rapatriées! (DataDaoImpl.java:79)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Lancement du rapatriement des donnees du Json en cour (DataDaoImpl.java:57)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Traitement du Mapper terminé, données rapatriées! (DataDaoImpl.java:79)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Lancement création du medicalRecord (MedicalRecordService.java:52)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Nom de recherche non conforme !! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Nom de recherche non conforme !! (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Traitement de la demande de recherche des MedicalRecords (MedicalRecordService.java:27)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Traitement de la demande de suppression de { "firstName":"firstNameTest", "lastName":"lastNameTest", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"} (MedicalRecordService.java:64)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes sur les noms,  update impossible ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes sur les noms,  update impossible ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes sur les noms (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes sur les noms (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Traitement de la demande de mise à jour de { "firstName":"firstNameTest", "lastName":"lastNameTest", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"} (MedicalRecordService.java:76)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes sur les noms,  suppression impossible ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes sur les noms,  suppression impossible ! (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | -> firstName1 lastName sont conforme (MedicalRecordService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Lancement de la recherche ! (MedicalRecordService.java:41)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des personnes: any any (UrlsService.java:77)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des enfants rattachées à l'adresse: any (UrlsService.java:41)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des Personnes rattachées à la fireStation: any (UrlsService.java:32)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Recherche avortée, nom de station non conforme ! (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des enfants rattachées à l'adresse: any (UrlsService.java:50)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des mails pour la ville: any (UrlsService.java:85)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des familles rattachées la station: any (UrlsService.java:68)
[main] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des personnes rattachées l'adresse: any (UrlsService.java:59)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Traitement de la recherche des Personnes (PersonService.java:29)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Traitement de la demande de suppression de { "firstName":"firstName", "lastName":"lastName", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null] (PersonService.java:70)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Traitement de la demande de modification de la personne: { "firstName":"firstName", "lastName":"lastName", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null] (PersonService.java:60)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Traitement de la demande de création de la personne: { "firstName":"firstName", "lastName":"lastName", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null] (PersonService.java:49)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, format non conforme ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, format non conforme ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, format non conforme ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, nom non conforme ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, nom non conforme ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, nom non conforme ! (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Vérification de la validité du nom recherché: lastName (PersonService.java:35)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | -> lastName est conforme (PersonService.java:38)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | -->Lancement de la recherche ! (PersonService.java:39)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, format non conforme ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, format non conforme ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, format non conforme ! (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:39)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:28)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la mise à jour ! (FirestationService.java:52)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:17)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes (DataNotConformException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement création de la FireStation (FirestationService.java:64)
[main] DEBUG      | org.springframework.test.context.BootstrapUtils              | Instantiating CacheAwareContextLoaderDelegate from class [org.springframework.test.context.cache.DefaultCacheAwareContextLoaderDelegate] (BootstrapUtils.java:99)
[main] DEBUG      | org.springframework.test.context.BootstrapUtils              | Instantiating BootstrapContext using constructor [public org.springframework.test.context.support.DefaultBootstrapContext(java.lang.Class,org.springframework.test.context.CacheAwareContextLoaderDelegate)] (BootstrapUtils.java:82)
[main] DEBUG      | org.springframework.test.context.BootstrapUtils              | Instantiating TestContextBootstrapper for test class [com.safetynet.safetyAlerts.controller.MedicalrecordControllerTest] from class [org.springframework.boot.test.context.SpringBootTestContextBootstrapper] (BootstrapUtils.java:135)
[main] TRACE      | org.springframework.boot.test.context.SpringBootTestContextBootstrapper | Resolving ContextLoader for context configuration attributes [ContextConfigurationAttributes@7e0bc8a3 declaringClass = 'com.safetynet.safetyAlerts.controller.MedicalrecordControllerTest', classes = '{}', locations = '{}', inheritLocations = false, initializers = '{}', inheritInitializers = true, name = [null], contextLoaderClass = 'org.springframework.test.context.ContextLoader'] (AbstractTestContextBootstrapper.java:485)
